품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
199702793,베이비콜콜시럽(수출용),baby colcol syrup,조아제약(주),"Cho-a pharm.co.,ltd",1997-07-14,의약품,20,정상,,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/구아이페네신/덱스트로메토르판브롬화수소산염수화물/카페인무수물/티아민질산염/리보플라빈/감초엑스/길경유동엑스,"베타덱스,메틸파라벤,시트르산,백당,프로필파라벤,에탄올(95),에데트산나트륨수화물,스트로베리엣센스 비-5016,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806446004105,8806446004112,8806446004129",R05X,,,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Guaifenesin/Dextromethorphan Hydrobromide Hydrate/Anhydrous Caffeine/Thiamine Nitrate/Riboflavin/Glycyrrhiza Extract/Platycodon Root Fluid Extract
202105719,벤포노즈연질캡슐,Ban4 Nose Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2021-08-03,의약품,5208,취하,2024-09-11,아세트아미노펜/브롬페니라민말레산염/슈도에페드린염산염/리보플라빈/벤포티아민,"프로필렌글리콜,적색3호,콩기름,레시틴,토코페롤아세테이트,황색5호,황색4호,젤라틴,산화티탄,폴리에틸렌글리콜600,포비돈,황납,경질지방,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Brompheniramine Maleate/Pseudoephedrine Hydrochloride/Riboflavin/Benfotiamine
202200524,벤포듀오펜연질캡슐,Benfoduophen Soft Cap.,(주)알피바이오,RP Bio Inc.,2022-02-03,의약품,5284,취하,2026-01-06,아세트아미노펜/벤포티아민,"콩기름,레시틴,젤라틴,산화티탄,소르비톨 액(비결정성),야자경화유,황납,농글리세린,치자적색소",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Benfotiamine
202105718,벤포코프연질캡슐,Ban4 Cough Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2021-08-03,의약품,5207,취하,2024-09-11,아세트아미노펜/구아이페네신/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/리보플라빈/벤포티아민,"프로필렌글리콜,콩기름,레시틴,토코페롤아세테이트,황색4호,젤라틴,산화티탄,폴리에틸렌글리콜600,포비돈,황납,경질지방,정제수,소르비톨 소르비탄액,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Guaifenesin/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Riboflavin/Benfotiamine
202105942,벤포콜드연질캡슐,Ban4 Cold Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2021-08-13,의약품,5212,취하,2024-09-11,아세트아미노펜/구아이페네신/슈도에페드린염산염/클로르페니라민말레산염/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/리보플라빈/벤포티아민,"프로필렌글리콜,콩기름,레시틴,토코페롤아세테이트,젤라틴,산화티탄,폴리에틸렌글리콜600,포비돈,황납,경질지방,적색40호,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Riboflavin/Benfotiamine
201206768,보감탕노즈액,Bogamtang nose Sol.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2012-09-13,의약품,5021,정상,,작약/감초/마황/반하/육계/세신/건강/오미자/아세트아미노펜/클로르페니라민말레산염,"시트르산수화물,벤조산나트륨,이성화당55%,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806476031300,8806476031317,8806476031324",N02BG,201206768,201206768,,Peony Root/Licorice/Ephedra Herb/Pinellia Tuber/Cinnamon Bark/Asiasarum Root and Rhizome/Ginger/Schisandra Fruit/Acetaminophen/Chlorpheniramine Maleate
201206767,보감탕액,Bogamtang Sol.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2012-09-13,의약품,5020,정상,,작약/감초/마황/갈근/육계/대추/건강/아세트아미노펜,"시트르산수화물,벤조산나트륨,이성화당55%,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806476031225,8806476031201,8806476031218",N02BG,201206767,201206767,,Peony Root/Licorice/Ephedra Herb/Pueraria Root/Cinnamon Bark/Jujube/Ginger/Acetaminophen
201206766,보감탕코프액,Bogamtang Cough Sol.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2012-09-13,의약품,5019,정상,,감초/갱미/대추/맥문동/반하/인삼/아세트아미노펜/티페피딘히벤즈산염,"시트르산수화물,벤조산나트륨,이성화당55%,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806476031126,8806476031102,8806476031119",R05X,201206766,201206766,,Licorice/Oryzae Semen/Jujube/Liriope Tuber/Pinellia Tuber/Ginseng/Acetaminophen/Tipepidine Hibenzate
202600267,보란아세트아미노펜주,BoranAcetaminophen Inj.,보란파마,Boran Pharma,2026-01-29,의약품,10,정상,,아세트아미노펜,"인산일수소나트륨무수물,수산화나트륨,L-시스테인염산염일수화물,염산,주사용수,D-만니톨",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8800519001008,8800519001015,8800519001114,8800519001107",,202600267,,,Acetaminophen
199102142,복합써스펜좌약,Suspen Complex Suppositories,한미약품(주),"Hanmi Pharm. Co.,Ltd.",1991-10-21,의약품,327,정상,,아세트아미노펜/DL-메티오닌,"메글루민,폴리에틸렌글리콜 4000",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806435011404,8806435011411,8806435011428,8806435011435,8806435011442",N02BE51,,199102142,,Acetaminophen/DL-Methionine
202501146,본갈근탕플러스액,Bon Galgeuntang Plus Solution,익수제약(주),"IKSU Pharmaceutical Co., Ltd.",2025-05-12,의약품,726,정상,,작약/육계/감초/갈근/마황/대추/건강/아세트아미노펜,"시트르산수화물,벤조산나트륨,이성화당55%,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806585025603,8806585025610",R05X,,,,Peony Root/Cinnamon Bark/Licorice/Pueraria Root/Ephedra Herb/Jujube/Ginger/Acetaminophen
200901257,부스코판플러스정,Buscopan Plus Tablet,오펠라헬스케어코리아(주),Opella Healthcare Korea,2009-02-13,의약품,2,정상,,부틸스코폴라민브롬화물/아세트아미노펜,"에틸셀룰로오스,미결정셀룰로오즈,무수콜로이달실리카,히프로멜로오스,폴리아크릴산분산액30%,산화티탄,시메티콘,스테아르산마그네슘,탈크,마크로골6000,옥수수전분,카멜로오스나트륨",,일반의약품,완제의약품,신고,수입,,타원형,,,18.1,8.8,N,"8800742000205,8806520010404,8806535009608,8800742000212,8806520010411,8806535009615,8800742000229,8806520010428,8806535009622",A03DB04,,200901257,"프랑스,베트남",Scopolamine Butylbromide/Acetaminophen
201504861,브레노즈연질캡슐,Brenose Soft Capsules,동방에프티엘(주),"Dongbang Future Tech & Life Co., Ltd.",2015-07-15,의약품,306,정상,,클로르페니라민말레산염/슈도에페드린염산염/아세트아미노펜,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,적색40호,부분탈수유동소르비톨,정제수,농글리세린,청색1호",,일반의약품,완제의약품,신고,제조,,타원형,,,23.5,8.5,N,"8806805006009,8806805006016",R05X,,201504861,,Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride/Acetaminophen
201307452,브렌콜에프연질캡슐,Brencol F Soft Capsule,한솔신약(주),hansolpharm,2013-05-24,의약품,5013,정상,,아세트아미노펜/수도에페드린염산염/클로르페니라민말레산염,"프로필렌글리콜,황색5호,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,22,8,N,"8806458035500,8806458035517",R05X,,201307452,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
202300796,브이코에이치캡슐,V Nose H Cap.,메딕스제약(주),"Medix Pharm. CO.,LTD",2023-03-08,의약품,220,정상,,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"미결정셀룰로오스,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,캡슐",,일반의약품,완제의약품,신고,제조,,장방형,,,19.1,6.4,N,"8806258013906,8806258013913",R05X,,202300796,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
202201275,브이코엔연질캡슐,V co N Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2022-03-31,의약품,5220,취하,2024-09-11,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"프로필렌글리콜,심황색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨소르비탄 액,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
202402956,브이코프시럽,V Cough Syrup,대원제약(주),"Daewon Pharmaceutical Co., Ltd.",2024-12-13,의약품,5283,정상,,아세트아미노펜/펜톡시베린시트르산염/구아이페네신/카페인무수물,"프로필렌글리콜,벤조산나트륨,포비돈 K30,D-소르비톨 액,자일리톨,염화나트륨,시트르산,수크랄로스,에탄올(95),에데트산나트륨수화물,잔탄검,스테비온100에스,시트르산나트륨수화물,적색40호,레몬에센스,아세설팜칼륨,농글리세린,애플민트향514165,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Pentoxyverine Citrate/Guaifenesin/Anhydrous Caffeine
202403109,브이콜드시럽,V Cold Syrup,대원제약(주),"Daewon Pharmaceutical Co., Ltd.",2024-12-31,의약품,5285,정상,,아세트아미노펜/클로르페니라민말레산염/펜톡시베린시트르산염/구아이페네신/카페인무수물,"프로필렌글리콜,벤조산나트륨,D-소르비톨 액,조합향료(바닐라향 V-25AI),자일리톨,염화나트륨,시트르산,수크랄로스,포비돈,에탄올(95),에데트산나트륨수화물,잔탄검,스테비온100에스,시트르산나트륨수화물,적색40호,레몬에센스,아세설팜칼륨,농글리세린,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Chlorpheniramine Maleate/Pentoxyverine Citrate/Guaifenesin/Anhydrous Caffeine
202402974,브이콜드케이시럽,V Cold K Syrup,대원제약(주),"Daewon Pharmaceutical Co., Ltd.",2024-12-16,의약품,5284,정상,,아세트아미노펜/클로르페니라민말레산염/펜톡시베린시트르산염/구아이페네신,"프로필렌글리콜,시트르산수화물,벤조산나트륨,딸기향(3104145),D-소르비톨 액,자일리톨,염화나트륨,수크랄로스,에데트산나트륨수화물,잔탄검,시트르산나트륨수화물,석류향(SH-09-0788),농글리세린,아세설팜칼륨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Chlorpheniramine Maleate/Pentoxyverine Citrate/Guaifenesin
202300907,브이콜에이치캡슐,V Flu H Cap.,메딕스제약(주),"Medix Pharm. CO.,LTD",2023-03-14,의약품,221,정상,,아세트아미노펜/클로르페니라민말레산염/구아이페네신/덱스트로메토르판브롬화수소산염수화물/DL-메틸에페드린염산염/슈도에페드린염산염,"미결정셀룰로오스,스테아르산마그네슘,경질무수규산,전분글리콜산나트륨,캡슐",,일반의약품,완제의약품,신고,제조,,장방형,,,19.1,6.4,N,"8806258014002,8806258014019",R05X,,202300907,,Acetaminophen/Chlorpheniramine Maleate/Guaifenesin/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride/Pseudoephedrine Hydrochloride
202201614,브이콜엔연질캡슐,V COL N Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2022-04-19,의약품,5221,취하,2024-09-11,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염/DL-메틸에페드린염산염,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨소르비탄 액,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8800551026700,8800551026717",R05X,,,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride
201402164,비감수액,,경진제약(주),"Kyungjin Pharm.Co.,Ltd.",2014-05-09,의약품,5010,정상,,작약/감초/마황/반하/육계/세신/건강/오미자/아세트아미노펜/클로르페니라민말레산염,"시트르산수화물,벤조산나트륨,고과당55,에탄올(95),시트르산나트륨수화물,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806604021203,8806604021210",N02BG,,201402164,,Peony Root/Licorice/Ephedra Herb/Pinellia Tuber/Cinnamon Bark/Asiasarum Root and Rhizome/Ginger/Schisandra Fruit/Acetaminophen/Chlorpheniramine Maleate
201401768,비비코에스연질캡슐,Bibico S Soft Cap.,(주)알피바이오,RP Bio Inc.,2014-04-11,의약품,5127,정상,,아세트아미노펜/슈도에페드린염산염/d-클로르페니라민말레산염/dl-메틸에페드린염산염,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,19.9,8.9,N,"8806616043309,8806616043316",R05X,,201401768,,Acetaminophen/Pseudoephedrine Hydrochloride/D-Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride
201905420,비엘셋세미정,Bielset Semi Tab.,하이플생명과학(주),"Highfly Life Science Co., Ltd.",2019-07-31,의약품,5055,정상,,아세트아미노펜/트라마돌염산염,"오파드라이흰색(03B28796),황색산화철,스테아르산마그네슘,전호화전분,분말셀룰로오스,옥수수전분,전분글리콜산나트륨,적색산화철",,전문의약품,완제의약품,허가,제조,,장방형,,,12.0,5.1,N,"8806641028302,8806641028319,8806641028326",N02AJ13,,,,Acetaminophen/Tramadol Hydrochloride
201905419,비엘셋정,Bielset Tab.,하이플생명과학(주),"Highfly Life Science Co., Ltd.",2019-07-31,의약품,5054,정상,,아세트아미노펜/트라마돌염산염,"오파드라이흰색(03B28796),황색산화철,스테아르산마그네슘,전호화전분,분말셀룰로오스,옥수수전분,전분글리콜산나트륨,적색산화철",,전문의약품,완제의약품,허가,제조,,장방형,,,15.5,6.4,N,"8806641028203,8806641028210,8806641028227",N02AJ13,201905419,,,Acetaminophen/Tramadol Hydrochloride
202107098,비엘아스트라셋정,BL Astracet Tab.,성이바이오제약주식회사,"SUNGYI BIO CO., LTD.",2021-10-25,의약품,34,정상,,아세트아미노펜/트라마돌염산염,"미결정셀룰로오스,오파드라이QX노란색(321A620000) ,스테아르산마그네슘,전분글리콜산나트륨,히드록시프로필셀룰로오스",,전문의약품,완제의약품,허가,제조,,,,,,,N,"8800724003507,8800724003514,8800724003521",N02AJ13,,,,Acetaminophen/Tramadol Hydrochloride
202301087,비콜연질캡슐,B-col Soft Cap.,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2023-03-30,의약품,5241,정상,,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염/dl-메틸에페드린염산염,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,적색40호,정제수,소르비톨 소르비탄액,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride
202500975,비타미노펜스트롱연질캡슐,Vitaminophen Strong Soft Cap.,(주)알피바이오,RP Bio Inc.,2025-04-23,의약품,5320,정상,,아세트아미노펜/리보플라빈부티레이트,"콩기름,레시틴,락색소,젤라틴,홍화황색소,산화티탄,소르비톨 액(비결정성),야자경화유,황납,농글리세린",,일반의약품,완제의약품,신고,제조,,타원형,,,18.0,7.7,N,"8806616058600,8806616058617",N02BE51,,,,Acetaminophen/Riboflavin Butyrate
202106496,비타미노펜연질캡슐,Vitaminophen Soft Cap.,(주)알피바이오,RP Bio Inc.,2021-09-10,의약품,5272,정상,,아세트아미노펜/티아민질산염,"콩기름,레시틴,락색소,젤라틴,홍화황색소,산화티탄,소르비톨 액(비결정성),야자경화유,황납,농글리세린",,일반의약품,완제의약품,신고,제조,,타원형,,,16.8,10.1,N,"8806616055203,8806616055210",N02BE51,,202106496,,Acetaminophen/Thiamine Nitrate
202503178,비타콜연질캡슐,Vitacol Soft Cap.,(주)알피바이오,RP Bio Inc.,2025-12-05,의약품,5327,정상,,아세트아미노펜/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신/노스카핀염산염수화물/리보플라빈부티레이트/푸르설티아민염산염,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806616060009,8806616060016",,,,,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/Guaifenesin/Noscapine Hydrochloride Hydrate/Riboflavin Butyrate/Fursultiamine Hydrochloride
200104079,뿌레콜에프캡슐,,경방신약(주),"KYUNGBANG Pharmaceutical Co.,Ltd",2001-01-05,의약품,157,정상,,아세트아미노펜/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염/갈근탕 건조엑스(10→1),"옥수수전분,캡슐",,일반의약품,완제의약품,신고,제조,,장방형,,,19.1,6.63,N,"8806613025209,8806613025216,8806613025223,8806613025230,8806613025247",R05X,,200104079,,Acetaminophen/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate/Galgeuntang Dried Extract (10→1)
201404234,사리돈에스정,Saridon-S Tablet,바이엘코리아(주),Bayer korea,2014-09-16,의약품,100,유효기간만료,2024-09-16,아세트아미노펜/카페인무수물,"크로스카르멜로오스나트륨,미결정셀룰로오스,히프로멜로오스,콜로이드성이산화규소,스테아르산마그네슘,옥수수전분,정제수",,일반의약품,완제의약품,신고,수입,,,,,,,N,"8806411058904,8806411058911,8806411058928",N02BE51,,201404234,인도네시아,Acetaminophen/Anhydrous Caffeine
200610627,사리돈에이정,Saridon-A Tab.,바이엘코리아(주),Bayer korea,2006-08-04,의약품,27,정상,,아세트아미노펜/이소프로필안티피린/카페인무수물,"포름알데히드-카제인,미결정셀룰로오스,히프로멜로오스 2910,스테아르산마그네슘,콜로이드성이산화규소,탤크,옥수수전분",,일반의약품,완제의약품,신고,수입,,원형,,,13.2,13.2,N,"8806411001108,8806411001115,8806411001122",N02BE51,,200610627,인도네시아,Acetaminophen/Isopropylantipyrine/Anhydrous Caffeine
200706341,산크만정,Sankman Tab.,(주)휴온스생명과학,HuonsLifeSciences,2007-06-01,의약품,276,취하,2023-07-25,아세트아미노펜/클로르족사존,"황색5호,미결정셀룰로오스,히프로멜로오스,황색4호,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8800527007900,8806735002003,8806891023904,8800527007917,8806735002010,8806891023911,8806891023928",M03BB53,,200706341,,Acetaminophen/Chlorzoxazone
199401030,삼남아세트아미노펜정,Samnam Acetaminophen Tab.,삼남제약(주),"SAMNAM PHARMACEUTICAL CO., LTD",1994-05-24,의약품,85,정상,,아세트아미노펜,"스테아르산,미결정셀룰로오스,카르복시메틸셀룰로오스칼슘",,일반의약품,완제의약품,신고,제조,,원형,,,11.0,11.0,N,"8806537005103,8806537005110,8806537005127",N02BE01,,199401030,,Acetaminophen
199601312,삼남아세트아미노펜정500밀리그람,Samnam Acetaminophen Tab. 500mg,삼남제약(주),"SAMNAM PHARMACEUTICAL CO., LTD",1996-01-19,의약품,18,정상,,아세트아미노펜,"스테아르산,미결정셀룰로오스,카르복시메틸셀룰로오스칼슘",,일반의약품,완제의약품,신고,제조,,장방형,,,15.2,8.3,N,"8806537005202,8806537005219,8806537005226,8806537005233",N02BE01,,199601312,,Acetaminophen
199502585,삼익아세트아미노펜정500밀리그람,Samik Acetaminophen Tab. 500mg,삼익제약(주),"Samik Pharmaceutical Co., Ltd.",1995-02-06,의약품,5010,정상,,아세트아미노펜,"크로스카르멜로오스나트륨,폴리에틸렌글리콜6000,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,황색203호,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,장방형,,,15.6,8.7,N,"8806440007805,8806440007812,8806440007829,8806440007836,8806440007843,8806440007850,8806440007867,8806440007874,8806440007881",N02BE01,,199502585,,Acetaminophen
200404861,삼펜정(수출용),Samphen  Tab.(For export),(주)킵스바이오파마,"Keeps Biopharma. Co., Ltd.",2004-04-09,의약품,5,정상,,아세트아미노펜/푸르설티아민,"저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,산화티탄,폴리에칠렌글리콜6000,카르나우바납,탈크,전분글리콜산나트륨,스테아린산마그네슘,히드록시프로필셀룰로오스,히드록시프로필메칠셀룰로오스2910,식약청인정타르색소,디아세틸레이티드모노글리세리드",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806683001202,8806932000505,8806932000529,8806932000536,8806932000543,8806932000512",N02BE51,,,,Acetaminophen/Fursultiamine
200001102,샤이닝정,SHINING Tablets,동화약품(주),"Dongwha Pharm. Co., Ltd.",2000-11-08,의약품,112,정상,,아세트아미노펜/부틸스코폴라민브롬화물,"저치환도히드록시프로필셀룰로오스,히프로멜로오스2910,유당수화물,스테아르산마그네슘,카르나우바납,탤크,옥수수전분,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,타원형,,,18.2,8.8,N,"8806427018503,8806427018510",A03DB04,,200001102,,Acetaminophen/Scopolamine Butylbromide
200503359,성우화학아세트아미노펜(원료),,성우화학(주),"sungwoo chemical co.,ltd",2005-04-26,의약품,77,정상,,아세트아미노펜,,,,원료의약품,신고,제조,,,,,,,N,,,,,중국,Acetaminophen
201908050,세나쿨시럽,,(주)텔콘알에프제약,telconRF pharmaceutical company,2019-11-22,의약품,99,유효기간만료,2024-11-22,아세트아미노펜/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물/DL-메틸에페드린염산염,"벤조산나트륨,시트르산수화물,딸기향(47),프로필렌글리콜,딸기향(3104145),메틸파라벤,D-소르비톨 액,고과당,백당,수크랄로스,시트르산나트륨수화물,아세설팜칼륨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806255011004,8806255011011",R05X,,,,Acetaminophen/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate/DL-Methylephedrine Hydrochloride
201700502,세다큐노즈연질캡슐,SEDAQ nose Soft Capsule.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2017-01-26,의약품,5059,정상,,아세트아미노펜/슈도에페드린염산염/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/트리프롤리딘염산염수화물,"프로필렌글리콜,심황색소,폴리에틸렌글리콜400,젤라틴,포비돈,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,타원형,,,14.93,10.32,N,"8806476034813,8806476034806",R05X,,201700502,,Acetaminophen/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Triprolidine Hydrochloride Hydrate
202500808,세다큐업노즈연질캡슐,SedaQ-Up Nose Soft Cap.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2025-04-04,의약품,5116,정상,,아세트아미노펜/슈도에페드린염산염/DL-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/트리프롤리딘염산염수화물,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,16.1,9.5,N,"8806476040500,8806476040517",R05X,,202500808,,Acetaminophen/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Triprolidine Hydrochloride Hydrate
202500586,세다큐업코프연질캡슐,SedaQ-Up Cough Soft Cap.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2025-03-17,의약품,5113,정상,,아세트아미노펜/구아이페네신/덱스트로메토르판브롬화수소산염수화물/노스카핀염산염수화물/트리프롤리딘염산염수화물,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,16.1,9.5,N,"8806476040210,8806476040203",R05X,,,,Acetaminophen/Guaifenesin/Dextromethorphan Hydrobromide Hydrate/Noscapine Hydrochloride Hydrate/Triprolidine Hydrochloride Hydrate
202500567,세다큐업콜드연질캡슐,SedaQ-Up Cold Soft Cap.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2025-03-14,의약품,5112,정상,,아세트아미노펜/구아이페네신/슈도에페드린염산염/DL-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/트리프롤리딘염산염수화물,"프로필렌글리콜,락색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,16.1,9.5,N,"8806476040104,8806476040111",R05X,,202500567,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Triprolidine Hydrochloride Hydrate
201700500,세다큐코프연질캡슐,SEDAQ cough Soft Capsule.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2017-01-26,의약품,5057,정상,,아세트아미노펜/구아이페네신/노스카핀염산염수화물/덱스트로메토르판브롬화수소산염수화물/트리프롤리딘염산염수화물,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,타원형,,,14.85,10.28,N,"8806476034714,8806476034707",R05X,,201700500,,Acetaminophen/Guaifenesin/Noscapine Hydrochloride Hydrate/Dextromethorphan Hydrobromide Hydrate/Triprolidine Hydrochloride Hydrate
201700501,세다큐콜드연질캡슐,SEDAQ col Soft Capsule.,경남제약(주),"Kyung Nam Pharm. Co., Ltd.",2017-01-26,의약품,5058,정상,,아세트아미노펜/구아이페네신/슈도에페드린염산염/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/트리프롤리딘염산염수화물,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,안나토색소,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,타원형,,,14.94,10.04,N,"8806476034608,8806476034615",R05X,,201700501,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Triprolidine Hydrochloride Hydrate
