품목기준코드,제품명,제품영문명,업체명,업체영문명,허가일,품목구분,허가번호,취소/취하,취소/취하일자,주성분,첨가제,품목분류,전문의약품,완제/원료,허가/신고,제조/수입,마약구분,모양,색상,제형,장축,단축,신약구분,표준코드명,ATC코드,묶음의약품정보,e은약요,수입제조국,주성분영문
200810939,감콜데이나이트정(수출용),Gamcol DayNight Cap.,(주)마더스제약,MOTHER'S PHARMACEUTICAL.,2008-11-11,의약품,319,정상,,슈도에페드린염산염/아세트아미노펜/페닐레프린염산염/클로르페니라민말레산염,"미결정셀룰로오스,폴리에틸렌글리콜6000,산화티탄,포비돈,스테아르산마그네슘,히프로멜로오스 2910,경질무수규산,전분글리콜산나트륨,히드록시프로필셀룰로오스,식약청인정타르색소",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806228000202,8806552015903,8806228000219,8806552015910",N02BE51,,,,Pseudoephedrine Hydrochloride/Acetaminophen/Phenylephrine Hydrochloride/Chlorpheniramine Maleate
202006924,감콜씨플러스캡슐,Gamcol C plus Cap.,(주)마더스제약,MOTHER'S PHARMACEUTICAL.,2020-10-12,의약품,5352,유효기간만료,2025-10-12,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/클로페라스틴염산염/카페인무수물/티아민질산염/리보플라빈/아스코르브산,"겔화전분,실리콘디옥사이드,스테아르산마그네슘,크로스카멜로오스나트륨,히드록시프로필셀룰로오스,캡슐",,일반의약품,완제의약품,신고,제조,,,,,,,N,,,,,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Cloperastine Hydrochloride/Anhydrous Caffeine/Thiamine Nitrate/Riboflavin/Ascorbic Acid
200604208,감콜캡슐(수출용),Gamcol Cap.,(주)마더스제약,MOTHER'S PHARMACEUTICAL.,2006-05-19,의약품,220,정상,,카페인무수물/티아민질산염/메타규산알루민산마그네슘/클로르페니라민말레산염/아세트아미노펜/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/길경엑스산(10→1)/감초엑스산(5→1),"유당수화물,스테아르산마그네슘,경질무수규산,캡슐제",,일반의약품,완제의약품,신고,제조,,장방형,,,19.10,6.63,N,"8806228001506,8806552000107,8806228001513,8806552000114,8806228001520,8806552000121",R05X,,,,Anhydrous Caffeine/Thiamine Nitrate/Magnesium Aluminometasilicate/Chlorpheniramine Maleate/Acetaminophen/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Platycodon Root Extract Powder (10→1)/Glycyrrhiza Extract Powder (5→1)
202002523,건트라셋서방정,Kuhntraset SR Tab.,건일바이오팜주식회사,"Kuhnilbiopharm.Co.,Ltd.",2020-04-09,의약품,428,정상,,아세트아미노펜/트라마돌염산염,"저치환도히드록시프로필셀룰로오스,크로스포비돈,히프로멜로오스,콜로이드성이산화규소,포비돈,스테아르산마그네슘,오파드라이Ⅱ노란색(85F420033)",,전문의약품,완제의약품,허가,제조,,장방형,,,19.2,8.7,N,"8800730003409,8806744021903,8800730003416,8806744021910,8800730003423,8806744021927",N02AJ13,,,,Acetaminophen/Tramadol Hydrochloride
202002522,건트라셋세미서방정,Kuhntrasetsemi SR Tab.,건일바이오팜주식회사,"Kuhnilbiopharm.Co.,Ltd.",2020-04-09,의약품,427,정상,,아세트아미노펜/트라마돌염산염,"저치환도히드록시프로필셀룰로오스,크로스포비돈,히프로멜로오스,콜로이드성이산화규소,포비돈,스테아르산마그네슘,오파드라이Ⅱ노란색(85F420033)",,전문의약품,완제의약품,허가,제조,,원형,,,9.9,9.9,N,"8800730003508,8806744021804,8800730003515,8806744021811,8800730003522,8806744021828",N02AJ13,,,,Acetaminophen/Tramadol Hydrochloride
199806929,게리동정(수출용),,(주)넥스팜코리아,nexpharm korea,1966-10-06,의약품,11,정상,,아세트아미노펜/에텐자미드/카페인무수물/클로르페니라민말레산염,"적색40호알루미늄레이크,유당,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,옥수수전분,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,삼각형,,,12.3,12.3,N,"8806625000300,8806625000317,8806625000324,8806625000331",R05X,,,,Acetaminophen/Ethenzamide/Anhydrous Caffeine/Chlorpheniramine Maleate
202107495,게보린브이정(아세트아미노펜),GEWORIN V Tablet,삼진제약(주),"SAMJIN PHARM.CO.,LTD",2021-11-16,의약품,5194,정상,,아세트아미노펜,"저치환도히드록시프로필셀룰로오스,스테아르산,오파드라이흰색(03B28796),크로스카멜로오스나트륨,콜로이드성이산화규소,스테아르산마그네슘,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,삼각형,,,11.3,11.1,N,"8806478053300,8806478053317",N02BE01,,202107495,,Acetaminophen
201111097,게보린에스정(수출용),GEWORIN S Tab.,삼진제약(주),"SAMJIN PHARM.CO.,LTD",2011-12-22,의약품,5016,정상,,아세트아미노펜/카페인무수물/제피아스코르브산,"저치환도히드록시프로필셀룰로오스,콜로이드성 이산화규소,스테아르산,크로스포비돈,식약청인정타르색소(적색3호),스테아르산마그네슘,전호화전분",,일반의약품,완제의약품,신고,제조,,,,,,,N,8806478036808,N02BE51,,,,Acetaminophen/Anhydrous Caffeine/Ascorbic Acid Coated
197900277,게보린정(수출명:돌로린정),Geworin Tab.,삼진제약(주),"SAMJIN PHARM.CO.,LTD",1979-03-15,의약품,375,정상,,아세트아미노펜/카페인무수물/이소프로필안티피린,"적색3호,저치환도히드록시프로필셀룰로오스,미결정셀룰로오스,스테아르산마그네슘,실리콘디옥시드,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,삼각형,,,11.2,11.2,N,"8806478000403,8806478000410,8806478000427",N02BE51,,197900277,,Acetaminophen/Anhydrous Caffeine/Isopropylantipyrine
202006756,게보린쿨다운정,GEWORIN Cooldown Tablet,삼진제약(주),"SAMJIN PHARM.CO.,LTD",2020-10-06,의약품,5167,취하,2025-01-09,아세트아미노펜/벤포티아민/리보플라빈/제피아스코르브산,"오파드라이 클리어(03K19229),저치환도히드록시프로필셀룰로오스,크로스카르멜로오스나트륨,스테아르산,오파드라이QX녹색(321A610044),콜로이드성이산화규소,스테아르산마그네슘,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806478050613,8806478050606",N02BE51,,202006756,,Acetaminophen/Benfotiamine/Riboflavin/Ascorbic Acid Coated
197600432,경동아세트아미노펜정(수출용),Kyungdong Acetaminophen Tab.,경동제약(주),"KyungDong Pharm. Co., Ltd.",1976-06-17,의약품,106,취하,2025-12-11,아세트아미노펜,"스테아르산,미결정셀룰로오스,이산화규소,전분글리콜산나트륨",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806481001107,8806481001114,8806481001121,8806481001138,8806481001145,8806481001152",N02BE01,,,,Acetaminophen
201204672,고프레노즈연질캡슐,GOPLE NOSE,국제약품(주),"KUKJE pharmaceutical co., ltd",2012-05-16,의약품,5024,유효기간만료,2024-01-01,아세트아미노펜/슈도에페드린염산염/클로르페니라민말레산염,"프로필렌글리콜,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,포비돈,황색203호,정제수,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806437034807,8806437034814",R05X,,,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
202501561,광동콜에스액,Kwangdongcold S solution,광동제약(주),"Kwangdong Pharm Co., Ltd.",2025-06-24,의약품,5275,정상,,아세트아미노펜/구아이페네신/에페드린염산염/클로르페니라민말레산염/카페인무수물,"베타덱스,시트르산수화물,드링크향 KBR-150108,자일리톨,고과당,백당,수크랄로스,에데트산나트륨수화물,시트르산나트륨수화물,L-멘톨,아세설팜칼륨,정제수,조합향료딸기향KBR-140705",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418074716,8806418074709",R05X,,,,Acetaminophen/Guaifenesin/Ephedrine Hydrochloride/Chlorpheniramine Maleate/Anhydrous Caffeine
200502338,광동탕골드액,,광동제약(주),"Kwangdong Pharm Co., Ltd.",2005-06-27,의약품,231,유효기간만료,2024-01-01,진광탕연조엑스/아세트아미노펜,"시트르산수화물,인산,고과당,아스파탐,염화나트륨,시트르산나트륨수화물,쌍화향,아세설팜칼륨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418008803,8806418008810",N02BE51,,,,Jinkwangtang Extract/Acetaminophen
201404328,광동탕에이액,,광동제약(주),"Kwangdong Pharm Co., Ltd.",2014-09-23,의약품,5085,정상,,감초/건강/육계/대추/작약/아세트아미노펜,"시트르산수화물,펙틴,인산,고과당,아스파탐,염화나트륨,백당,잔탄검,시트르산나트륨수화물,아세설팜칼륨,쌍화향 KBR-150110,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418057603,8806418057610,8806418059713,8806418059706",N02BG,,201404328,,Licorice/Ginger/Cinnamon Bark/Jujube/Peony Root/Acetaminophen
201908635,광동탕엠액,,광동제약(주),"Kwangdong Pharm Co., Ltd.",2019-12-26,의약품,5208,정상,,감초/육계/행인/마황/아세트아미노펜,"시트르산수화물,펙틴,인산,고과당,염화나트륨,백당,잔탄검,시트르산나트륨수화물,쌍화향 KBR-240742,아세설팜칼륨,쌍화향 KBR-150110,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418068609,8806418068616",R05X,,201908635,,Licorice/Cinnamon Bark/Apricot Kernel/Ephedra Herb/Acetaminophen
197300294,국전아세트아미노펜(원료),,(주)국전,"Kukjeon Pharmaceutical Co., Ltd",1973-02-16,의약품,251,취하,2023-05-12,아세트아미노펜,,,,원료의약품,신고,제조,,,,,,,N,"8806953004803,8806953004810",N02BE01,,,중국,Acetaminophen
200203777,국전아세트아미노펜제피세립,,(주)국전,"Kukjeon Pharmaceutical Co., Ltd",2002-12-17,의약품,201,취하,2023-05-12,아세트아미노펜제피세립,,,,원료의약품,신고,제조,,,,,,,N,,,,,,Microencapsulated Acetaminophen
201503529,굿엔코액,,광동제약(주),"Kwangdong Pharm Co., Ltd.",2015-05-29,의약품,5112,유효기간만료,2025-05-29,아세트아미노펜/페닐레프린염산염/클로르페니라민말레산염,"시트르산수화물,드링크향 KBR-150108,오렌지향 KBR-109001,고과당,백당,에데트산나트륨수화물,수크랄로오스,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418059508,8806418059515",R05X,,201503529,,Acetaminophen/Phenylephrine Hydrochloride/Chlorpheniramine Maleate
201503528,굿엔콜액,,광동제약(주),"Kwangdong Pharm Co., Ltd.",2015-05-29,의약품,5111,유효기간만료,2025-05-29,아세트아미노펜/구아이페네신/에페드린염산염/클로르페니라민말레산염/카페인무수물,"베타덱스,시트르산수화물,드링크향 KBR-150108,오렌지향 KBR-109001,고과당,자일리톨,백당,에데트산나트륨수화물,에탄올(95),시트르산나트륨수화물,L-멘톨,수크랄로오스,아세설팜칼륨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806418059409,8806418059416",R05X,,201503528,,Acetaminophen/Guaifenesin/Ephedrine Hydrochloride/Chlorpheniramine Maleate/Anhydrous Caffeine
201906521,굿트라셋세미정,GOODTRACET SEMI Tab.,(주)다산제약,"Dasan Pharmaceutical Co., Ltd.",2019-09-18,의약품,5141,정상,,트라마돌염산염/아세트아미노펜,"미결정셀룰로오스,크로스포비돈,스테아르산마그네슘,전호화전분,오파드라이II노란색(85F420033)",,전문의약품,완제의약품,허가,제조,,장방형,,,12.1,5.4,N,"8806786015007,8806786015014,8806786015021",N02AJ13,201906521,,,Tramadol Hydrochloride/Acetaminophen
201800309,굿트라셋정,GOODTRACET Tab.,(주)다산제약,"Dasan Pharmaceutical Co., Ltd.",2018-01-23,의약품,5075,정상,,트라마돌염산염/아세트아미노펜,"미결정셀룰로오스,크로스포비돈,스테아르산마그네슘,전호화전분,오파드라이II노란색(85F420033)",,전문의약품,완제의약품,허가,제조,,타원형,,,15.5,6.6,N,"8806786007705,8806786007712,8806786007736",N02AJ13,201800309,,,Tramadol Hydrochloride/Acetaminophen
202302739,그날엔노즈에이연질캡슐,Gnal-N Nose A Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2023-09-12,의약품,5214,정상,,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염,"프로필렌글리콜,부분탈수액상소르비톨,중쇄트리글리세리드,락색소,폴리에틸렌글리콜400,젤라틴,포비돈,카르나우바납,정제수,농글리세린",,일반의약품,완제의약품,신고,제조,,타원형,,,15.8,10.0,N,"8806481049604,8806481049611",R05X,,202302739,,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride
201109333,그날엔노즈연질캡슐,Gnal-N Nose Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2011-10-31,의약품,5017,유효기간만료,2024-01-01,아세트아미노펜/수도에페드린염산염/클로르페니라민말레산염,"프로필렌글리콜,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,포비돈,정제수,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806481031302,8806481031319",R05X,,201109333,,Acetaminophen/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
201705221,그날엔노즈플러스연질캡슐,Gnal-N Nose Plus Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2017-07-04,의약품,5105,정상,,아세트아미노펜/브롬페니라민말레산염/슈도에페드린염산염,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,포비돈,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,20,9.9,N,"8806481039612,8806481039605",R05X,,201705221,,Acetaminophen/Brompheniramine Maleate/Pseudoephedrine Hydrochloride
202302140,그날엔에이스연질캡슐,Gnal-N Ace Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2023-07-12,의약품,5211,정상,,아세트아미노펜/리보플라빈,"프로필렌글리콜,부분탈수액상소르비톨,폴리에틸렌글리콜4000,폴리에틸렌글리콜400,이산화규소,젤라틴,산화티탄,포비돈,적색40호,정제수,농글리세린,청색1호",,일반의약품,완제의약품,신고,제조,,타원형,,,16.8,9.1,N,"8806481049307,8806481049314",N02BE51,,202302140,,Acetaminophen/Riboflavin
202302948,그날엔코프에이연질캡슐,Gnal-N Cough A Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2023-10-19,의약품,5215,정상,,아세트아미노펜/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,부분탈수액상소르비톨,중쇄트리글리세리드,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,카르나우바납,정제수,농글리세린",,일반의약품,완제의약품,신고,제조,,타원형,,,16.2,10.3,N,"8806481049703,8806481049710",R05X,,202302948,,Acetaminophen/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
201705220,그날엔코프플러스연질캡슐,Gnal-N Cough Plus Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2017-07-04,의약품,5104,정상,,아세트아미노펜/노스카핀염산염수화물/클로페라스틴염산염,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,20,9.9,N,"8806481039414,8806481039407",R05X,,201705220,,Acetaminophen/Noscapine Hydrochloride Hydrate/Cloperastine Hydrochloride
202302949,그날엔콜드에이연질캡슐,Gnal-N Cold A Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2023-10-19,의약품,5216,정상,,아세트아미노펜/클로르페니라민말레산염/dl-메틸에페드린염산염/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/구아이페네신,"프로필렌글리콜,부분탈수액상소르비톨,중쇄트리글리세리드,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,카르나우바납,정제수,농글리세린",,일반의약품,완제의약품,신고,제조,,타원형,,,16.5,9.7,N,"8806481049802,8806481049819",R05X,,202302949,,Acetaminophen/Chlorpheniramine Maleate/DL-Methylephedrine Hydrochloride/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Guaifenesin
201109334,그날엔콜드연질캡슐,Gnal-N Cold Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2011-10-31,의약품,5018,유효기간만료,2024-01-01,아세트아미노펜/구아이페네신/수도에페드린염산염/클로르페니라민말레산염/덱스트로메토르판브롬화수소산염수화물,"프로필렌글리콜,황색5호,폴리에틸렌글리콜400,솔비톨스페샬글리세린블렌드,젤라틴,포비돈,정제수,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806481031500,8806481031517",R05X,,201109334,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate/Dextromethorphan Hydrobromide Hydrate
201705219,그날엔콜드플러스연질캡슐,Gnal-N Cold Plus Soft Cap.,경동제약(주),"KyungDong Pharm. Co., Ltd.",2017-07-04,의약품,5103,정상,,아세트아미노펜/슈도에페드린염산염/브롬페니라민말레산염/클로페라스틴염산염/구아이페네신,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,홍화황색소,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,20,10,N,"8806481039513,8806481039506",R05X,,201705219,,Acetaminophen/Pseudoephedrine Hydrochloride/Brompheniramine Maleate/Cloperastine Hydrochloride/Guaifenesin
201402984,그린콜샷리퀴드연질캡슐,Green Colshot Liquid Soft Cap.,(주)알피바이오,RP Bio Inc.,2014-07-07,의약품,5150,취하,2024-06-05,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/카르비녹사민말레산염,"프로필렌글리콜,락색소,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806616043804,8806616043811",R05X,,201402984,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Carbinoxamine Maleate
200502775,그린콜샷에스시럽,Green Colshot Syrup,(주)녹십자,GC Biopharma Corp.,2005-10-12,의약품,131,정상,,클로르페니라민말레산염/아세트아미노펜/dl-메틸에페드린염산염/덱스트로메토르판브롬화수소산염수화물,"시트르산수화물,글리세린,메틸파라벤,자일리톨,프로필파라벤,시트르산나트륨수화물,스트로베리 후레바 티-6653,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806436001800,8806436001817,8806436001824,8806436001831",R05X,,200502775,,Chlorpheniramine Maleate/Acetaminophen/DL-Methylephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate
200711330,그린콜샷에스캡슐,Green Colshot S Cap.,(주)녹십자,GC Biopharma Corp.,2007-10-15,의약품,510,취하,2023-07-12,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염/클로페라스틴염산염/dl-메틸에페드린염산염/구아이페네신,"상부 흰색, 하부 연한빨간색의 경질캡슐,유당수화물,이산화규소,스테아르산마그네슘,탤크,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806436001909,8806436001916,8806436001923",R05X,,200711330,,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride/Cloperastine Hydrochloride/DL-Methylephedrine Hydrochloride/Guaifenesin
200608329,그린콜연질캡슐,Greencol Soft Cap.,(주)알피바이오,RP Bio Inc.,2006-07-21,의약품,268,정상,,아세트아미노펜/클로르페니라민말레산염/슈도에페드린염산염,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨스페셜글리세린블렌드,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,25,9.4,N,"8806616000203,8806616000210",R05X,,200608329,,Acetaminophen/Chlorpheniramine Maleate/Pseudoephedrine Hydrochloride
201403560,근편정,Geun-Pyeon Tab.,코오롱제약(주),KOLON PHARMA,2014-07-31,의약품,5064,취하,2023-09-15,클로르족사존/아세트아미노펜,"미결정셀룰로오스,히프로멜로오스,폴리에틸렌글리콜6000,산화티탄,스테아르산마그네슘,탤크,전분글리콜산나트륨,히드록시프로필셀룰로오스",,일반의약품,완제의약품,신고,제조,,타원형,,,14,8.1,N,"8806703038102,8806703038119",M03BB53,,201403560,,Chlorzoxazone/Acetaminophen
201309432,기감탕노즈액,Gigamtang Nose Solution,한국신텍스제약(주),KOREA SYNTEX PHARMACEUTICAL,2013-09-26,의약품,704,정상,,감초/건강/육계/마황/반하/세신/오미자/작약/아세트아미노펜/클로르페니라민말레산염,"시트르산수화물,벤조산나트륨,고과당55,에탄올(95),시트르산나트륨수화물,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806230033205,8806230033212,8806230033229",R05X,,201309432,,Licorice/Ginger/Cinnamon Bark/Ephedra Herb/Pinellia Tuber/Asiasarum Root and Rhizome/Schisandra Fruit/Peony Root/Acetaminophen/Chlorpheniramine Maleate
201309433,기감탕에프액,Gigamtang F Solution,한국신텍스제약(주),KOREA SYNTEX PHARMACEUTICAL,2013-09-26,의약품,705,정상,,작약/육계/감초/갈근/마황/대추/건강/아세트아미노펜,"시트르산수화물,벤조산나트륨,고과당55,에탄올(95),시트르산나트륨수화물,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806230033304,8806230033311,8806230033328",R05X,,201309433,,Peony Root/Cinnamon Bark/Licorice/Pueraria Root/Ephedra Herb/Jujube/Ginger/Acetaminophen
201309431,기감탕코프액,Gigamtangkop Solution,한국신텍스제약(주),KOREA SYNTEX PHARMACEUTICAL,2013-09-26,의약품,703,정상,,감초/갱미/대추/맥문동/반하/인삼/아세트아미노펜/티페피딘히벤즈산염,"시트르산수화물,벤조산나트륨,고과당55,에탄올(95),시트르산나트륨수화물,L-멘톨,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806230033106,8806230033113,8806230033120",R05X,,201309431,,Licorice/Oryzae Semen/Jujube/Liriope Tuber/Pinellia Tuber/Ginseng/Acetaminophen/Tipepidine Hibenzate
202200088,나나정500밀리그램(아세트아미노펜),NaNa Tab. 500mg,초당약품공업(주),"CHO-DANG Pharm. Co., Ltd.",2022-01-05,의약품,5047,정상,,아세트아미노펜,"스테아르산,저치환도히드록시프로필셀룰로오스,히프로멜로오스2910,크로스포비돈,히프로멜로오스,폴리에틸렌글리콜6000,산화티탄,포비돈,크로스포비돈(타입A),탤크",,일반의약품,완제의약품,신고,제조,,타원형,,,17.7,7.2,N,"8806707020219,8806707020202,8806707020226,8806707020233,8806707020240",N02BE01,,202200088,,Acetaminophen
202202552,나노아세트정160mg(아세트아미노펜)(수출용),PARA KIM Tab. 160mg,초당약품공업(주),"CHO-DANG Pharm. Co., Ltd.",2022-06-17,의약품,5052,정상,,아세트아미노펜,"시트르산수화물,저치환도히드록시프로필셀룰로오스,사카린나트륨수화물,스테비올배당체,미결정셀룰로오스,크로스포비돈,체리미크론(A-921102),포비돈,스테아르산마그네슘,탤크",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806707020509,8806707020516,8806707020523,8806707020530,8806707020547",N02BE01,,,,Acetaminophen
200302831,나노펜정,Nanophen Tab.,경방신약(주),"KYUNGBANG Pharmaceutical Co.,Ltd",2003-03-18,의약품,188,유효기간만료,2024-01-01,작약가루/감초가루/아세트아미노펜/에텐자미드/카페인수화물,"미결정셀룰로오스,유당수화물,폴리에틸렌글리콜6000,산화티탄,포비돈,스테아르산마그네슘,카르복시메틸셀룰로오스칼슘,적색40호,옥수수전분,히드록시프로필메틸셀룰로오스",,일반의약품,완제의약품,신고,제조,,장방형,,,18.35,8.30,N,"8806613022109,8806613022116,8806613022123,8806613022130,8806613022147",N02BE51,,200302831,,Peony Root Powder/Glycyrrhiza Powder/Acetaminophen/Ethenzamide/Caffeine Hydrate
202200195,나스펜시럽(아세트아미노펜),Naspen syrup,조아제약(주),"Cho-a pharm.co.,ltd",2022-01-11,의약품,5204,정상,,아세트아미노펜,"프로필렌글리콜,시트르산수화물,딸기향(3104145),프로필파라벤,수크랄로스,백당,잔탄검,미결정셀룰로오스·카르복시메틸셀룰로오스,농글리세린,D-소르비톨액(70%),조합향료(체리후레바(6009)),정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806446043401,8806446043418,8806446043425",N02BE01,,202200195,,Acetaminophen
201906314,나스펜연질캡슐(아세트아미노펜),naspen soft caps,조아제약(주),"Cho-a pharm.co.,ltd",2019-09-05,의약품,5160,정상,,아세트아미노펜,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,소르비톨소르비탄 액,안나토색소,정제수",,일반의약품,완제의약품,신고,제조,,타원형,,,21.9,9.8,N,"8806446040011,8806446040004",N02BE01,,201906314,,Acetaminophen
201604724,나이스노즈연질캡슐,Nice nose Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2016-08-01,의약품,19,취하,2024-09-11,아세트아미노펜/구아이페네신/슈도에페드린염산염/클로르페니라민말레산염,"프로필렌글리콜,치자청색소,폴리에틸렌글리콜400,젤라틴,포비돈,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8800540000407,8800542000603,8800551015001,8806129001209,8800540000414,8800542000610,8800551015018,8806129001216",R05X,,201604724,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Chlorpheniramine Maleate
201604721,나이스콜드연질캡슐,Nice cold Soft capsule,코스맥스파마(주),"COSMAX PHARMA CO., LTD.",2016-08-01,의약품,18,취하,2024-09-11,아세트아미노펜/구아이페네신/슈도에페드린염산염/덱스트로메토르판브롬화수소산염수화물/클로르페니라민말레산염,"프로필렌글리콜,폴리에틸렌글리콜400,젤라틴,포비돈,안나토색소,정제수,소르비톨 소르비탄액",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8800540000605,8800542001303,8800551015605,8806129001407,8800540000612,8800542001310,8800551015612,8806129001414",R05X,,201604721,,Acetaminophen/Guaifenesin/Pseudoephedrine Hydrochloride/Dextromethorphan Hydrobromide Hydrate/Chlorpheniramine Maleate
200801186,나이트타임연질캡슐(수출용),Night-time soft Capsule,(주)동구바이오제약,"DongKoo Bio&Pharma Co., Ltd.",2008-01-29,의약품,536,정상,,아세트아미노펜/덱스트로메토르판브롬화수소산염수화물/독시라민숙신산염,"프로필렌글리콜,황색5호,폴리에틸렌글리콜400,젤라틴,포비돈,부분무수소르비톨액,정제수,청색1호",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806573040908,8806573040915",N02BE51,,,,Acetaminophen/Dextromethorphan Hydrobromide Hydrate/Doxylamine Succinate
199500319,나콜플러스시럽,Nacol Plus Syrup,일동제약(주),"Ildong Pharmaceutical Co., Ltd.",1995-11-04,의약품,138,정상,,아세트아미노펜/클로르페니라민말레산염/티페피딘시트르산염/dl-메틸에페드린염산염/카페인수화물,"베타덱스,시트르산수화물,글리세린,메틸파라벤,그레이프후레바,백당,프로필파라벤,시트르산나트륨수화물,D-소르비톨액,정제수",,일반의약품,완제의약품,신고,제조,,,,,,,N,"8806429000407,8806429000414,8806429000421",R05X,,199500319,,Acetaminophen/Chlorpheniramine Maleate/Tipepidine Citrate/DL-Methylephedrine Hydrochloride/Caffeine Hydrate
